r,b,swpd,livre,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
2,0,0,110564,82268,6153324,0,0,20236,0,686,1650,23,1,74,3,0,21:23:58 2019-05-28
1,0,0,111420,82268,6151696,0,0,20232,0,679,1470,23,1,74,2,0,21:23:59 2019-05-28
1,0,0,116836,82276,6146448,0,0,19488,20,673,2050,22,1,72,5,0,21:24:00 2019-05-28
1,0,0,140672,82276,6122360,0,0,19768,0,671,1986,23,0,75,3,0,21:24:01 2019-05-28
1,0,0,125912,82276,6137584,0,0,20228,8,670,1173,23,1,74,3,0,21:24:02 2019-05-28
1,0,0,123820,82276,6139100,0,0,20244,0,692,1640,23,1,73,2,0,21:24:03 2019-05-28
1,0,0,119260,82276,6142792,0,0,20724,0,674,1502,23,1,75,2,0,21:24:04 2019-05-28
1,0,0,122692,82284,6139172,0,0,19368,32,681,2049,21,1,73,5,0,21:24:05 2019-05-28
1,0,0,116912,82284,6145204,0,0,20240,0,654,1321,23,1,74,3,0,21:24:06 2019-05-28
1,0,0,123700,82284,6138616,0,0,19524,0,693,1246,23,1,74,3,0,21:24:07 2019-05-28
1,0,0,117156,82284,6145416,0,0,20240,0,672,1424,23,1,74,2,0,21:24:08 2019-05-28
1,1,0,120916,82284,6140680,0,0,20960,0,647,1142,23,0,75,3,0,21:24:09 2019-05-28
1,0,0,121736,82292,6139792,0,0,18864,20,699,1997,23,1,73,4,0,21:24:10 2019-05-28
1,0,0,118740,82292,6142600,0,0,19808,0,717,2041,23,1,74,3,0,21:24:11 2019-05-28
0,2,0,119692,82296,6141320,0,0,19168,120832,632,1452,21,1,73,6,0,21:24:12 2019-05-28
0,2,0,132892,82296,6128132,0,0,2684,83968,330,1462,4,1,61,35,0,21:24:13 2019-05-28
0,2,0,120088,82296,6141336,0,0,6904,32768,413,1306,8,1,73,19,0,21:24:14 2019-05-28
0,2,0,132624,82304,6128132,0,0,2696,55332,353,1372,4,1,65,30,0,21:24:15 2019-05-28
1,2,0,123092,82304,6138444,0,0,5076,59428,426,2341,6,1,44,49,0,21:24:16 2019-05-28
1,2,0,127648,82308,6132976,0,0,6160,32768,430,2489,7,1,57,35,0,21:24:17 2019-05-28
0,3,0,132948,82308,6127200,0,0,6852,65536,430,2075,7,1,53,39,0,21:24:18 2019-05-28
2,2,0,120500,82308,6139628,0,0,6132,32768,418,2048,8,1,49,43,0,21:24:19 2019-05-28
1,2,0,124764,82312,6135048,0,0,6876,32768,469,2771,8,1,58,34,0,21:24:20 2019-05-28
0,3,0,132620,82312,6126900,0,0,5324,63488,443,2250,7,1,70,22,0,21:24:21 2019-05-28
0,3,0,138320,82312,6120884,0,0,6424,30720,445,2954,7,1,58,34,0,21:24:22 2019-05-28
0,2,0,125272,82312,6133708,0,0,6556,12412,424,2033,8,0,67,25,0,21:24:23 2019-05-28
0,2,0,131860,82312,6127080,0,0,6280,0,432,2497,7,1,69,23,0,21:24:24 2019-05-28
1,1,0,136668,82312,6122220,0,0,6652,0,435,2613,8,1,68,23,0,21:24:25 2019-05-28
1,0,0,133168,82324,6125584,0,0,11420,48,496,2043,13,1,68,19,0,21:24:26 2019-05-28
1,0,0,130376,82324,6128432,0,0,19712,0,723,1993,23,1,73,3,0,21:24:27 2019-05-28
1,0,0,130048,82324,6128376,0,0,18980,0,636,1527,22,1,75,2,0,21:24:28 2019-05-28
1,0,0,126248,82324,6131724,0,0,20248,0,652,1925,23,1,74,3,0,21:24:29 2019-05-28
1,0,0,122384,82324,6135440,0,0,20724,0,665,1546,23,1,74,2,0,21:24:30 2019-05-28
1,0,0,122056,82332,6135636,0,0,19368,20,656,1585,22,1,73,4,0,21:24:31 2019-05-28
1,0,0,124052,82332,6132636,0,0,8760,0,637,2996,24,3,72,1,0,21:24:32 2019-05-28
1,0,0,125320,82332,6132504,0,0,19712,8,686,1739,22,1,74,4,0,21:24:33 2019-05-28
1,0,0,124108,82332,6133524,0,0,20240,0,684,1963,22,1,74,3,0,21:24:34 2019-05-28
1,0,0,139468,82332,6117904,0,0,20232,0,655,1914,22,1,75,2,0,21:24:35 2019-05-28
1,0,0,137480,82340,6120296,0,0,19480,32,647,1394,21,1,73,5,0,21:24:36 2019-05-28
0,1,0,134116,82340,6123128,0,0,21004,0,690,1222,22,1,74,2,0,21:24:37 2019-05-28
0,1,0,130548,82340,6126408,0,0,20232,0,686,1992,23,1,74,3,0,21:24:38 2019-05-28
1,0,0,127104,82340,6129600,0,0,20248,0,674,1972,22,1,74,3,0,21:24:39 2019-05-28
3,0,0,124980,82340,6131736,0,0,20248,0,698,1440,24,1,72,3,0,21:24:40 2019-05-28
1,0,0,124944,82348,6131584,0,0,18988,20,667,1960,22,1,72,4,0,21:24:41 2019-05-28
1,0,0,122400,82348,6134440,0,0,19860,0,642,1528,23,1,75,2,0,21:24:42 2019-05-28
1,0,0,138060,82348,6117912,0,0,20248,0,673,1377,23,1,74,3,0,21:24:43 2019-05-28
0,1,0,136080,82348,6120048,0,0,20244,0,646,1916,22,1,74,3,0,21:24:44 2019-05-28
1,0,0,133044,82348,6122808,0,0,20224,0,659,1959,22,1,74,3,0,21:24:45 2019-05-28
1,0,0,130344,82356,6125360,0,0,19524,20,666,1403,23,0,73,3,0,21:24:46 2019-05-28
1,0,0,126156,82356,6129416,0,0,20972,0,663,1498,22,1,74,3,0,21:24:47 2019-05-28
1,0,0,123596,82356,6131780,0,0,20244,0,656,1340,22,1,74,3,0,21:24:48 2019-05-28
0,1,0,136864,82360,6118176,0,0,11744,24576,493,1201,13,1,68,18,0,21:24:49 2019-05-28
1,0,0,134848,82360,6119708,0,0,19476,0,652,1347,22,1,74,3,0,21:24:50 2019-05-28
1,0,0,133964,82368,6120804,0,0,9640,24760,465,1446,11,1,72,17,0,21:24:51 2019-05-28
1,0,0,139172,82368,6115000,0,0,18040,24596,624,1637,19,1,74,6,0,21:24:52 2019-05-28
1,0,0,130224,82368,6124760,0,0,14104,0,534,1860,16,1,74,9,0,21:24:53 2019-05-28
0,2,0,126348,82372,6127308,0,0,11200,169988,502,1720,13,1,68,18,0,21:24:54 2019-05-28
0,2,0,138888,82372,6114772,0,0,6872,32764,445,1540,8,0,75,17,0,21:24:55 2019-05-28
1,2,0,129680,82380,6124228,0,0,4352,75820,369,1088,6,0,56,38,0,21:24:56 2019-05-28
1,2,0,135228,82380,6118292,0,0,6644,32768,445,2845,8,1,67,25,0,21:24:57 2019-05-28
0,3,0,140568,82384,6112068,0,0,6368,57340,371,1891,7,1,69,24,0,21:24:58 2019-05-28
0,3,0,128964,82384,6124396,0,0,6136,32772,446,2802,8,0,69,23,0,21:24:59 2019-05-28
1,2,0,136000,82384,6117032,0,0,5492,32768,400,3023,7,1,69,24,0,21:25:00 2019-05-28
1,4,0,122956,82388,6129780,0,0,6472,32764,436,2158,7,0,53,40,0,21:25:01 2019-05-28
1,2,0,130620,82388,6121892,0,0,6804,32772,497,2457,5,0,43,51,0,21:25:02 2019-05-28
0,3,0,136340,82388,6115856,0,0,6704,32768,421,2770,8,1,62,30,0,21:25:03 2019-05-28
1,2,0,124248,82392,6127868,0,0,5672,65536,411,2548,7,1,56,37,0,21:25:04 2019-05-28
0,3,0,130788,82392,6121752,0,0,6616,30720,451,2540,7,0,68,24,0,21:25:05 2019-05-28
1,2,0,136928,82392,6115040,0,0,5888,32768,428,2727,8,0,54,38,0,21:25:06 2019-05-28
0,2,0,126048,82392,6127348,0,0,6152,6144,443,2471,7,0,70,23,0,21:25:07 2019-05-28
0,2,0,133568,82392,6119352,0,0,5772,0,381,2265,7,0,73,20,0,21:25:08 2019-05-28
1,1,0,138272,82392,6114472,0,0,6696,0,438,2419,8,1,72,20,0,21:25:09 2019-05-28
2,0,0,124816,82404,6127996,0,0,15720,76,653,2204,18,1,71,11,0,21:25:10 2019-05-28
1,0,0,122364,82404,6130176,0,0,20240,0,702,1279,22,1,75,3,0,21:25:11 2019-05-28
1,0,0,139132,82404,6113336,0,0,20628,0,652,1288,22,1,74,3,0,21:25:12 2019-05-28
1,0,0,119368,82404,6133152,0,0,19316,0,663,1631,22,1,74,2,0,21:25:13 2019-05-28
1,0,0,295920,82404,5956256,0,0,20232,0,687,1993,22,1,74,3,0,21:25:14 2019-05-28
0,1,0,254628,82412,5997496,0,0,20248,24,686,1645,22,0,73,4,0,21:25:15 2019-05-28
1,0,0,214140,82412,6038008,0,0,19480,0,676,1381,22,1,74,3,0,21:25:16 2019-05-28
1,0,0,173480,82412,6078328,0,0,20240,0,697,1917,23,1,74,2,0,21:25:17 2019-05-28
0,1,0,131348,82412,6120428,0,0,20996,0,645,1109,22,1,74,3,0,21:25:18 2019-05-28
1,0,0,128868,82412,6122224,0,0,20240,0,687,1395,23,1,74,3,0,21:25:19 2019-05-28
1,0,0,127788,82420,6122444,0,0,19488,20,656,1901,21,1,74,4,0,21:25:20 2019-05-28
1,0,0,125868,82420,6124484,0,0,20240,0,684,2034,23,1,74,3,0,21:25:21 2019-05-28
3,0,0,123292,82420,6126684,0,0,20240,0,672,1603,22,1,74,3,0,21:25:22 2019-05-28
1,0,0,140556,82420,6109180,0,0,20244,0,666,1848,22,1,74,3,0,21:25:23 2019-05-28
1,0,0,139484,82420,6110140,0,0,20240,0,660,1385,23,0,74,3,0,21:25:24 2019-05-28
1,0,0,138272,82428,6111660,0,0,19752,20,688,1875,23,1,72,4,0,21:25:25 2019-05-28
1,0,0,125776,82428,6123596,0,0,20728,0,643,1584,23,1,74,3,0,21:25:26 2019-05-28
1,0,0,123976,82428,6125296,0,0,19764,148,671,1387,22,1,74,3,0,21:25:27 2019-05-28
0,0,0,268956,82428,6125236,0,0,15176,0,676,1644,19,1,77,3,0,21:25:28 2019-05-28
2,0,0,268956,82428,6125236,0,0,0,0,212,1091,1,1,99,0,0,21:25:29 2019-05-28
